ID_CLIENTE,region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,custcat,churn,r_income,ed_mejorada
351,Zone 3,60,45,Married,23,117,College degree,11,No,Male,3,Yes,Yes,Yes,Yes,12.4,28,51.7,19.5,52.9,755.7,1721.25,3035.8,1135,3094.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,No,High,4. College degree
352,Zone 2,42,32,Married,0,59,College degree,4,No,Female,6,Yes,Yes,Yes,Yes,16.7,38.25,53.45,22.75,72.6,681.5,1676.2,2254,880,2805.75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Total service,No,High,4. College degree
353,Zone 3,71,60,Married,39,508,College degree,35,No,Male,4,Yes,No,Yes,No,23.55,48.25,0,21,0,1665.6,3474.05,0,1465,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Total service,No,Very High,4. College degree
354,Zone 2,72,63,Married,40,222,High school degree,43,Yes,Female,2,Yes,No,Yes,No,81.55,62.25,0,15.5,0,5988.5,4439.25,0,1150,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Plus service,No,Very High,2. High school degree
355,Zone 3,45,66,Unmarried,11,87,Some college,25,Yes,Female,1,No,No,Yes,No,6.05,0,0,21.25,0,306.9,0,0,880,0,No,No,No,No,Yes,No,No,No,No,Basic service,No,High,3. Some college
356,Zone 3,5,31,Unmarried,4,34,Did not complete high school,9,No,Male,1,Yes,Yes,Yes,Yes,1.6,17.25,31.1,12.75,19.85,6.15,78.85,128.95,60,69.9,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Plus service,Yes,Medium,1. Did not complete high school
357,Zone 2,17,38,Married,19,18,College degree,0,No,Female,4,No,No,No,No,8.55,0,0,0,0,162.25,0,0,0,0,Yes,No,No,No,No,No,No,No,No,E-service,No,Low,4. College degree
358,Zone 2,70,55,Unmarried,12,65,Some college,24,No,Male,1,Yes,No,Yes,No,26.7,42.75,0,20.5,0,1874.25,2921.35,0,1465,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,3. Some college
359,Zone 3,57,57,Married,19,130,Some college,27,No,Female,2,No,Yes,Yes,No,13.55,0,30.65,12.75,0,849,0,1761.4,685,0,Yes,No,No,Yes,No,No,No,No,Yes,E-service,No,High,3. Some college
360,Zone 1,20,33,Unmarried,13,44,Some college,8,No,Female,1,No,Yes,No,No,6.4,0,29.05,0,0,124.45,0,550.75,0,0,Yes,No,No,No,No,No,Yes,Yes,Yes,E-service,No,Medium,3. Some college
361,Zone 1,72,52,Married,21,63,Did not complete high school,24,No,Male,3,Yes,No,Yes,No,41.95,25.75,0,33.25,0,3114.75,1871.95,0,2305,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,1. Did not complete high school
362,Zone 3,32,50,Unmarried,28,57,College degree,20,No,Male,1,Yes,No,Yes,Yes,4.6,38.5,0,37.75,23.5,123,1267.1,0,1205,707.4,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,4. College degree
363,Zone 3,22,57,Married,7,264,Did not complete high school,35,No,Female,2,No,No,Yes,No,3,0,0,6,0,68.35,0,0,105,0,No,No,No,No,Yes,No,Yes,Yes,No,Plus service,No,Very High,1. Did not complete high school
364,Zone 2,6,24,Unmarried,2,28,Did not complete high school,5,No,Male,2,Yes,No,Yes,No,4.4,9,0,28.25,0,35.1,57.8,0,155,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,Yes,Low,1. Did not complete high school
365,Zone 3,32,23,Married,2,26,Some college,1,No,Female,6,Yes,Yes,Yes,No,11,24,31.1,28.25,0,325,796.95,856.2,880,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Total service,No,Low,3. Some college
366,Zone 1,38,33,Unmarried,3,38,College degree,0,No,Male,1,No,Yes,Yes,No,10.95,0,27.2,12.25,0,412.8,0,958.85,465,0,Yes,No,No,Yes,No,No,No,No,Yes,E-service,No,Medium,4. College degree
367,Zone 1,53,35,Unmarried,15,59,Some college,5,No,Female,1,Yes,No,Yes,No,16.85,23.25,0,18.5,0,888.45,1250.7,0,995,0,No,No,Yes,No,No,Yes,Yes,No,No,Plus service,No,High,3. Some college
368,Zone 3,37,76,Unmarried,38,117,College degree,21,No,Female,1,No,No,Yes,No,7.5,0,0,6.25,0,273.7,0,0,230,0,No,No,No,No,No,No,No,No,No,Basic service,No,High,4. College degree
369,Zone 1,47,35,Married,13,70,College degree,9,No,Female,2,Yes,Yes,No,Yes,10.75,33,47.4,0,45.85,551,1556.2,2138.3,0,2168.4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Total service,Yes,High,4. College degree
370,Zone 3,69,59,Unmarried,37,104,High school degree,13,No,Male,1,Yes,No,Yes,No,16,30.5,0,13.75,0,1120.75,2104.65,0,925,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,2. High school degree
371,Zone 3,63,56,Unmarried,17,71,Some college,18,No,Female,1,No,No,Yes,No,18.4,0,0,24.75,0,1162.9,0,0,1510,0,No,No,No,No,No,No,No,Yes,No,Basic service,No,High,3. Some college
372,Zone 1,61,34,Married,0,70,Some college,7,No,Female,3,Yes,Yes,Yes,Yes,18.85,30,51.95,18.75,47.3,1230.7,1820.3,3045.8,1095,2840.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,Yes,High,3. Some college
373,Zone 1,56,38,Married,8,56,College degree,10,No,Male,2,Yes,Yes,Yes,Yes,25.1,26.75,44.95,11.5,27.4,1418.35,1435.25,2451.9,645,1553.5,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Total service,No,High,4. College degree
374,Zone 3,40,57,Married,18,68,Did not complete high school,23,No,Male,2,Yes,No,No,No,13.35,25.75,0,0,0,572.4,987.7,0,0,0,No,No,No,No,No,Yes,No,Yes,No,Plus service,No,High,1. Did not complete high school
375,Zone 2,61,45,Unmarried,21,80,High school degree,13,No,Female,1,No,No,Yes,No,18.1,0,0,35.25,0,1114.75,0,0,2200,0,Yes,No,No,No,No,No,No,No,No,E-service,No,High,2. High school degree
376,Zone 2,16,26,Unmarried,7,21,College degree,1,No,Male,6,Yes,Yes,No,Yes,3.55,11,44.75,0,30.8,56.85,182.25,638.55,0,438.4,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Total service,No,Low,4. College degree
377,Zone 2,7,43,Unmarried,4,69,Some college,5,No,Female,1,No,No,No,No,4.45,0,0,0,0,36.85,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,High,3. Some college
378,Zone 3,20,31,Married,10,39,High school degree,3,No,Female,2,No,No,No,No,7.75,0,0,0,0,148.75,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,Medium,2. High school degree
379,Zone 2,35,38,Unmarried,7,90,High school degree,18,No,Male,4,Yes,No,Yes,No,6.8,17.75,0,14,0,245.95,558.35,0,425,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,E-service,No,High,2. High school degree
380,Zone 1,60,37,Married,12,64,Post-undergraduate degree,1,No,Female,2,No,No,Yes,No,14.85,0,0,17.5,0,978.35,0,0,970,0,Yes,No,No,No,No,No,No,No,No,E-service,No,High,5. Post-undergraduate degree
381,Zone 2,47,25,Unmarried,2,28,High school degree,6,No,Male,1,Yes,Yes,Yes,Yes,7.75,19.75,35.15,17,31.15,315.9,859.6,1535.1,770,1448.4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Total service,No,Low,2. High school degree
382,Zone 2,33,28,Married,3,24,High school degree,0,No,Female,6,No,No,Yes,No,7.5,0,0,15.75,0,224.25,0,0,485,0,No,No,No,No,No,No,No,No,Yes,Basic service,No,Low,2. High school degree
383,Zone 3,12,34,Unmarried,2,44,High school degree,7,No,Male,1,No,No,No,No,4.05,0,0,0,0,48.85,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,Medium,2. High school degree
384,Zone 1,10,31,Unmarried,0,32,College degree,7,No,Female,2,No,Yes,No,No,5.4,0,28.35,0,0,60.15,0,253.35,0,0,Yes,No,Yes,Yes,No,No,No,No,Yes,E-service,Yes,Medium,4. College degree
385,Zone 2,69,33,Married,9,52,College degree,9,No,Female,3,No,No,Yes,No,29.95,0,0,29,0,2142.8,0,0,1915,0,Yes,No,No,No,No,No,Yes,Yes,No,Plus service,No,High,4. College degree
386,Zone 1,23,20,Unmarried,1,15,Some college,0,No,Female,1,No,No,No,No,7.5,0,0,0,0,199.65,0,0,0,0,Yes,No,No,No,No,No,No,No,No,E-service,No,Low,3. Some college
387,Zone 1,53,31,Unmarried,10,46,Some college,6,No,Male,2,Yes,Yes,Yes,No,27.1,18.5,42.5,37.5,0,1408.35,935,2297.9,2015,0,Yes,No,Yes,Yes,No,No,No,No,No,E-service,No,Medium,3. Some college
388,Zone 2,60,57,Married,14,107,High school degree,33,No,Female,2,Yes,No,Yes,Yes,17.55,30.75,0,21.25,46.7,1035.2,1863.15,0,1245,2640,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,2. High school degree
389,Zone 2,33,33,Unmarried,7,56,High school degree,11,No,Male,1,No,No,Yes,No,13.45,0,0,16,0,470.9,0,0,470,0,No,No,No,No,No,Yes,No,No,No,Basic service,No,High,2. High school degree
390,Zone 3,67,40,Married,21,40,College degree,7,No,Female,4,No,Yes,Yes,Yes,24.35,0,46.6,15.25,37.45,1585.85,0,3013.3,1015,2396.15,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Total service,No,Medium,4. College degree
391,Zone 3,15,38,Married,5,56,Some college,13,No,Male,3,Yes,No,Yes,No,5.4,18,0,15,0,76.75,274.95,0,225,0,No,No,No,No,Yes,Yes,Yes,No,No,Plus service,No,High,3. Some college
392,Zone 3,64,31,Married,5,46,High school degree,7,No,Female,4,No,Yes,Yes,Yes,24.15,0,34.8,17.75,33.2,1546.55,0,2214.1,1115,2148.15,Yes,Yes,No,Yes,No,No,Yes,No,Yes,E-service,No,Medium,2. High school degree
393,Zone 2,46,49,Married,13,51,High school degree,21,No,Male,2,No,No,Yes,No,7.25,0,0,21.75,0,329.95,0,0,945,0,No,No,No,No,No,No,No,No,No,Basic service,Yes,High,2. High school degree
394,Zone 2,72,60,Married,33,12,Did not complete high school,20,Yes,Male,3,Yes,No,Yes,Yes,53.75,68.5,0,10.25,43.95,3776.1,4938.6,0,780,3102.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Total service,No,Low,1. Did not complete high school
395,Zone 1,61,43,Married,6,34,Post-undergraduate degree,6,No,Male,3,Yes,Yes,Yes,Yes,25.05,39,56.8,32.75,51,1541.9,2536.1,3279.9,1980,3182.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,Yes,Medium,5. Post-undergraduate degree
396,Zone 3,54,27,Unmarried,3,27,High school degree,6,No,Female,5,Yes,Yes,Yes,Yes,12.4,35,48.3,5.75,43.5,660.85,1919.75,2484.3,315,2259.8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Total service,No,Low,2. High school degree
397,Zone 3,28,36,Unmarried,3,42,Some college,7,No,Female,1,Yes,No,Yes,No,12.9,28.25,0,14,0,363.65,820.15,0,370,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Plus service,No,Medium,3. Some college
398,Zone 2,28,38,Unmarried,8,119,Post-undergraduate degree,2,No,Male,3,No,Yes,No,Yes,5.05,0,46.9,0,42.65,141.95,0,1262.7,0,1189.9,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Total service,Yes,High,5. Post-undergraduate degree
399,Zone 2,32,43,Unmarried,13,146,Did not complete high school,27,No,Female,1,Yes,No,Yes,Yes,18.3,33.5,0,15.5,17.45,546.35,1090.65,0,510,559.45,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,1. Did not complete high school
400,Zone 2,52,46,Unmarried,17,51,High school degree,13,No,Female,3,No,No,Yes,No,12.5,0,0,15,0,638.7,0,0,755,0,Yes,No,No,No,No,No,No,No,No,E-service,No,High,2. High school degree
401,Zone 1,48,62,Unmarried,33,86,Did not complete high school,22,Yes,Female,1,Yes,Yes,Yes,Yes,16.35,33.5,38.95,18.75,30.6,729.3,1613.6,1763.1,920,1408.5,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Plus service,No,High,1. Did not complete high school
402,Zone 3,52,42,Married,17,27,Some college,8,No,Female,2,Yes,No,Yes,No,19.65,31,0,19.75,0,1008.8,1661.3,0,1050,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Plus service,No,Low,3. Some college
403,Zone 1,37,43,Unmarried,8,38,Some college,9,No,Male,1,No,No,No,No,8.1,0,0,0,0,289.75,0,0,0,0,Yes,No,No,No,No,No,No,No,No,E-service,No,Medium,3. Some college
404,Zone 1,41,52,Unmarried,26,928,Some college,29,No,Male,3,Yes,No,Yes,No,7.65,25,0,13.5,0,344,1060.65,0,465,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Very High,3. Some college
405,Zone 2,43,27,Married,3,21,High school degree,1,No,Female,3,No,No,Yes,No,12.65,0,0,16.5,0,558.85,0,0,760,0,Yes,No,No,No,No,No,No,No,No,E-service,No,Low,2. High school degree
406,Zone 3,67,60,Unmarried,24,24,Did not complete high school,6,No,Female,1,No,No,Yes,No,25.1,0,0,21.5,0,1659.1,0,0,1530,0,Yes,Yes,No,No,No,No,Yes,Yes,No,Plus service,No,Low,1. Did not complete high school
407,Zone 3,61,52,Married,30,91,Did not complete high school,25,No,Female,2,No,No,Yes,No,13.8,0,0,47,0,840.15,0,0,2790,0,No,No,No,No,No,No,No,No,No,Basic service,No,High,1. Did not complete high school
408,Zone 3,70,39,Married,20,38,High school degree,8,No,Female,4,Yes,No,Yes,No,30.3,26.5,0,51.25,0,2201,1981.65,0,3450,0,Yes,No,No,No,Yes,No,No,Yes,No,Plus service,No,Medium,2. High school degree
409,Zone 3,44,32,Married,1,96,College degree,5,No,Female,4,Yes,Yes,Yes,Yes,5.25,22,61.95,8.75,57.8,213.45,951.95,2803.5,360,2451.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,No,High,4. College degree
410,Zone 3,46,45,Unmarried,12,96,Some college,17,No,Male,1,No,Yes,Yes,No,10.95,0,24.5,9.75,0,504.3,0,1032.8,410,0,Yes,No,No,Yes,No,No,No,No,Yes,E-service,No,High,3. Some college
411,Zone 3,39,34,Unmarried,2,54,Some college,5,No,Male,1,No,No,Yes,No,6.5,0,0,13.25,0,265.45,0,0,460,0,No,No,No,No,No,No,No,No,No,Basic service,No,High,3. Some college
412,Zone 2,39,59,Unmarried,20,1668,College degree,27,No,Female,1,Yes,No,No,No,8.2,15,0,0,0,303.95,595.6,0,0,0,Yes,Yes,No,Yes,Yes,Yes,No,No,No,E-service,No,Very High,4. College degree
413,Zone 2,50,29,Married,10,53,College degree,0,No,Female,4,Yes,Yes,Yes,Yes,13.2,46,53.15,11.5,46.4,593.35,2412.65,2499,540,2280,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Total service,No,High,4. College degree
414,Zone 3,5,31,Unmarried,1,21,Some college,1,No,Female,2,No,No,No,No,2.6,0,0,0,0,16.1,0,0,0,0,No,No,No,No,No,No,No,No,Yes,Basic service,Yes,Low,3. Some college
415,Zone 2,10,34,Unmarried,1,52,Post-undergraduate degree,3,No,Female,1,No,Yes,No,Yes,4.3,0,32.55,0,25.4,47.45,0,332,0,255.7,Yes,No,No,Yes,No,No,No,No,Yes,E-service,Yes,High,5. Post-undergraduate degree
416,Zone 1,72,69,Unmarried,45,17,Some college,36,Yes,Female,1,No,No,Yes,No,38.2,0,0,28.25,0,2751.65,0,0,2005,0,Yes,No,No,No,No,No,No,No,No,E-service,No,Low,3. Some college
417,Zone 2,68,60,Unmarried,40,262,High school degree,39,No,Female,1,No,No,Yes,No,31.6,0,0,26,0,2112.25,0,0,1690,0,Yes,No,No,No,Yes,Yes,Yes,No,No,Plus service,No,Very High,2. High school degree
418,Zone 3,58,28,Unmarried,5,34,Post-undergraduate degree,1,No,Female,1,No,Yes,Yes,No,19.9,0,41.7,23.75,0,1144.6,0,2275.7,1335,0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,E-service,No,Medium,5. Post-undergraduate degree
419,Zone 3,18,44,Married,10,107,Did not complete high school,19,No,Female,7,No,No,No,No,2.25,0,0,0,0,41.8,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,High,1. Did not complete high school
420,Zone 1,65,45,Married,25,67,Post-undergraduate degree,13,No,Female,2,Yes,Yes,Yes,No,9.85,20.75,27.65,36,0,671.2,1391.85,1729.2,2305,0,Yes,No,No,No,No,Yes,No,Yes,No,Plus service,No,High,5. Post-undergraduate degree
421,Zone 3,8,45,Unmarried,1,37,College degree,0,No,Male,1,No,Yes,No,No,4.65,0,32.05,0,0,64.45,0,207.85,0,0,Yes,No,No,Yes,No,No,No,No,Yes,E-service,Yes,Medium,4. College degree
422,Zone 2,1,20,Unmarried,1,21,High school degree,0,No,Female,2,No,Yes,No,No,0.9,0,23.85,0,0,0.9,0,23.85,0,0,No,Yes,Yes,No,Yes,No,No,No,Yes,Basic service,Yes,Low,2. High school degree
423,Zone 3,42,58,Unmarried,7,22,Did not complete high school,4,No,Female,1,No,No,No,No,3.6,0,0,0,0,166.75,0,0,0,0,Yes,No,No,No,No,No,No,No,No,E-service,No,Low,1. Did not complete high school
424,Zone 1,4,25,Married,3,71,Some college,3,No,Female,5,No,Yes,No,No,3.6,0,28.7,0,0,14.95,0,110.15,0,0,No,Yes,No,Yes,No,No,No,No,Yes,Basic service,No,High,3. Some college
425,Zone 3,17,35,Unmarried,4,77,Some college,8,No,Female,1,Yes,No,No,No,8.1,15,0,0,0,144.4,251.1,0,0,0,No,No,No,No,Yes,Yes,Yes,No,No,Plus service,No,High,3. Some college
426,Zone 2,8,24,Married,1,18,College degree,0,No,Female,5,Yes,Yes,Yes,Yes,2.95,17,39.3,20,34.3,16.8,134.25,296.7,165,260.8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,Yes,Low,4. College degree
427,Zone 1,49,37,Married,17,50,High school degree,12,No,Female,2,No,No,Yes,No,4.2,0,0,16.5,0,243.1,0,0,800,0,Yes,No,No,No,No,No,No,No,No,E-service,No,Medium,2. High school degree
428,Zone 1,56,46,Married,21,33,College degree,7,No,Male,2,No,Yes,Yes,No,22.7,0,32.9,8.5,0,1257.4,0,1846.9,525,0,Yes,No,No,Yes,No,No,No,No,Yes,E-service,No,Medium,4. College degree
429,Zone 1,62,57,Married,21,94,Did not complete high school,22,No,Male,2,Yes,No,Yes,No,11.95,32,0,53,0,757.6,1999.95,0,3250,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Total service,No,High,1. Did not complete high school
430,Zone 2,42,57,Married,25,209,Did not complete high school,40,No,Female,4,No,No,Yes,No,9.45,0,0,11,0,383.45,0,0,475,0,No,No,No,No,No,No,No,No,No,Basic service,No,Very High,1. Did not complete high school
431,Zone 1,13,32,Unmarried,7,31,College degree,5,No,Male,2,Yes,No,Yes,Yes,5.05,35.5,0,10.5,23.3,64.85,452.3,0,115,244.3,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Medium,4. College degree
432,Zone 1,69,46,Married,18,66,High school degree,19,No,Male,4,No,No,Yes,No,21.85,0,0,46.5,0,1589.1,0,0,3265,0,Yes,No,No,No,No,No,No,No,No,E-service,No,High,2. High school degree
433,Zone 2,45,59,Unmarried,14,51,Did not complete high school,15,No,Male,2,No,No,Yes,No,5.95,0,0,5.25,0,236.3,0,0,175,0,No,No,No,No,No,No,No,No,No,Basic service,No,High,1. Did not complete high school
434,Zone 2,66,42,Married,18,118,High school degree,20,No,Male,2,No,No,Yes,No,26.8,0,0,21.75,0,1774.75,0,0,1480,0,Yes,No,No,No,No,No,No,No,No,E-service,No,High,2. High school degree
435,Zone 2,15,35,Unmarried,10,25,High school degree,3,No,Male,1,No,Yes,No,No,4.75,0,21.4,0,0,41.4,0,291.4,0,0,No,No,No,Yes,No,No,No,No,Yes,Basic service,Yes,Low,2. High school degree
436,Zone 1,41,44,Married,1,59,Some college,21,No,Female,3,No,Yes,Yes,No,12.1,0,44.9,24.5,0,479.95,0,1853.3,1005,0,Yes,Yes,No,Yes,No,Yes,No,No,Yes,E-service,No,High,3. Some college
437,Zone 2,11,20,Unmarried,1,20,High school degree,0,No,Female,1,Yes,Yes,Yes,Yes,4.75,23,38.55,13.5,42.7,48,221.35,427.65,155,387.95,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,Yes,Low,2. High school degree
438,Zone 3,45,30,Married,0,63,Post-undergraduate degree,4,No,Male,4,Yes,Yes,Yes,Yes,7.1,40.75,39.75,16.5,50.85,314.8,1849.5,1717.2,775,2239.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,Yes,High,5. Post-undergraduate degree
439,Zone 1,52,62,Unmarried,23,36,College degree,17,No,Male,1,Yes,No,Yes,No,13.35,18.5,0,18.5,0,709.25,978.85,0,915,0,No,No,No,No,No,No,No,Yes,No,Basic service,No,Medium,4. College degree
440,Zone 1,42,56,Unmarried,24,72,College degree,18,No,Female,1,No,Yes,Yes,Yes,8,0,38.5,20.5,40.05,336.9,0,1573.9,770,1713.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,No,High,4. College degree
441,Zone 2,48,35,Unmarried,11,50,Did not complete high school,16,No,Male,3,Yes,No,Yes,No,12.85,21.75,0,17,0,622.75,1018.55,0,790,0,No,Yes,No,No,Yes,Yes,No,No,No,Plus service,No,Medium,1. Did not complete high school
442,Zone 3,4,31,Unmarried,5,39,High school degree,5,No,Male,2,Yes,Yes,Yes,Yes,4.9,26,41.55,10,36.4,19.65,95.95,111.7,25,142.9,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,Yes,Medium,2. High school degree
443,Zone 3,53,64,Married,10,54,High school degree,20,No,Female,2,Yes,Yes,Yes,Yes,9.65,39.25,51.15,53.5,74.8,483.55,2053.2,2658.1,2675,3817.55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,No,High,2. High school degree
444,Zone 3,1,59,Unmarried,4,9,Did not complete high school,4,Yes,Male,1,Yes,No,Yes,No,3.8,26.5,0,20.5,0,3.8,26.5,0,20.5,0,No,No,No,No,Yes,Yes,Yes,No,No,Plus service,No,Low,1. Did not complete high school
445,Zone 3,19,30,Married,10,33,College degree,1,No,Male,3,Yes,Yes,No,No,4.05,22.25,31.8,0,0,79.45,396.35,543.85,0,0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Total service,No,Medium,4. College degree
446,Zone 2,33,30,Unmarried,11,28,Did not complete high school,9,No,Male,1,No,No,No,No,7.4,0,0,0,0,246.55,0,0,0,0,No,No,No,No,No,No,Yes,No,No,Basic service,No,Low,1. Did not complete high school
447,Zone 3,42,36,Married,14,44,High school degree,11,No,Male,3,Yes,No,No,Yes,7,26.5,0,0,26.1,321.95,1161.3,0,0,1173.45,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Plus service,No,Medium,2. High school degree
448,Zone 1,60,32,Unmarried,12,34,College degree,4,No,Female,2,No,No,Yes,No,23.95,0,0,10,0,1513,0,0,615,0,Yes,No,No,No,No,No,No,No,No,E-service,No,Medium,4. College degree
449,Zone 2,57,51,Married,7,68,College degree,18,No,Female,3,Yes,No,Yes,No,16.05,18.75,0,8.25,0,930.4,1096,0,365,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,4. College degree
450,Zone 1,64,39,Unmarried,5,37,Did not complete high school,9,No,Male,1,No,No,Yes,No,10.2,0,0,17.5,0,640.75,0,0,1020,0,No,No,No,No,No,No,No,No,No,Basic service,No,Medium,1. Did not complete high school
451,Zone 2,28,20,Married,1,18,Some college,0,No,Male,3,No,Yes,No,Yes,7.7,0,38.9,0,32,190.05,0,1041.1,0,873.3,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Total service,No,Low,3. Some college
452,Zone 1,29,35,Married,10,55,High school degree,7,No,Male,4,Yes,No,Yes,No,15.65,21.75,0,30.75,0,477.95,612.55,0,855,0,No,No,No,No,No,Yes,Yes,Yes,No,Plus service,Yes,High,2. High school degree
453,Zone 1,46,31,Married,12,21,Did not complete high school,5,No,Male,5,No,No,Yes,No,8.95,0,0,9.25,0,369.95,0,0,415,0,No,No,No,No,No,Yes,Yes,Yes,No,Plus service,No,Low,1. Did not complete high school
454,Zone 1,22,41,Married,9,29,Some college,11,No,Male,4,No,No,No,No,12.75,0,0,0,0,274.85,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,Yes,Low,3. Some college
455,Zone 2,10,56,Unmarried,26,9,High school degree,6,Yes,Male,2,No,No,No,No,3.2,0,0,0,0,36.9,0,0,0,0,No,No,No,No,No,No,No,Yes,No,Basic service,No,Low,2. High school degree
456,Zone 3,50,41,Unmarried,16,138,High school degree,18,No,Female,1,Yes,Yes,Yes,No,12.35,19.75,27.85,14.5,0,585.05,937.85,1359.1,690,0,Yes,No,No,No,No,No,No,No,Yes,E-service,Yes,High,2. High school degree
457,Zone 1,55,65,Unmarried,34,28,College degree,12,Yes,Female,1,Yes,No,Yes,Yes,18.6,46.25,0,14.75,41.2,1007.3,2610.55,0,835,2163.5,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Total service,No,Low,4. College degree
458,Zone 2,15,54,Unmarried,7,62,Did not complete high school,11,No,Male,1,No,No,No,No,3.15,0,0,0,0,54.25,0,0,0,0,No,No,No,No,Yes,No,No,No,No,Basic service,No,High,1. Did not complete high school
459,Zone 1,31,32,Married,13,37,Some college,8,No,Female,3,Yes,No,Yes,Yes,4.6,19.75,0,8.75,56.45,140.55,593.75,0,290,1771.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Total service,No,Medium,3. Some college
460,Zone 3,5,44,Unmarried,5,83,Did not complete high school,16,No,Female,1,No,Yes,No,No,4.65,0,25.25,0,0,12.3,0,90.5,0,0,Yes,No,No,No,No,Yes,No,No,No,E-service,Yes,High,1. Did not complete high school
461,Zone 2,69,63,Unmarried,28,168,Did not complete high school,43,No,Female,2,Yes,No,Yes,No,14.5,44.25,0,18.25,0,1020.3,3097.25,0,1230,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Very High,1. Did not complete high school
462,Zone 2,26,27,Married,4,33,College degree,1,No,Male,6,Yes,Yes,Yes,Yes,5.85,25.5,42.45,13.25,34.15,114.55,656.85,1089.7,310,810.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,Yes,Medium,4. College degree
463,Zone 3,10,33,Married,2,66,Some college,9,No,Female,4,Yes,No,Yes,No,7.1,21.25,0,25.25,0,59.3,241.8,0,220,0,No,No,No,Yes,Yes,No,Yes,No,No,Basic service,Yes,High,3. Some college
464,Zone 1,26,30,Unmarried,9,18,College degree,1,No,Male,3,Yes,No,Yes,No,7.25,25.5,0,32.5,0,171.85,688.35,0,840,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Total service,Yes,Low,4. College degree
465,Zone 3,25,30,Unmarried,0,20,Did not complete high school,4,No,Female,1,Yes,No,Yes,No,8.55,21.75,0,15.5,0,215.95,522.15,0,370,0,No,No,No,No,Yes,Yes,No,Yes,No,Plus service,No,Low,1. Did not complete high school
